name,description,link
歩いた後はひとっ風呂! 緑と下町を感じるコース,墨田区,data/131075_A_bath_after_you_walk_A_course_to_see_nature_and_shitamachi_neighborhoods..kml
歴史と自然を感じながら名所をめぐる江戸散歩コース,墨田区,data/131075_Edo_walking_course_touring_attractions__while_feeling_history_and_nature.kml
潤いあふれる憩いの場。都会のオアシス散策コース,墨田区,data/131075_A_place_to_rest_and_relax._A_course_that_walks_an_oasis_in_the_city.kml
空・風・緑が心地よい快適リバービューコース,墨田区,data/131075_Comfortable_river_view_course_with_the_pleasant_feeling_of_the_sky_breeze_and_green.kml
緑ゆたかな公園と、歴史を感じながら歩くコース,墨田区,data/131075_This_is_a_course_that_lets_you_experience_lush_green_parks_and_history_as_you_walk.kml
センタープロムナード,江東区,data/131083_Center_Promenade.kml
下町亀戸ご利益・グルメ満喫,江東区,data/131083_Full_of_the_divine_benefits_and_gourmet_food_of_Shitamachi_Kameido.kml
埋立地の緑をめぐる,江東区,data/131083_Touring_green_areas_in_the_landfill.kml
潮風漂う荒川に沿って葛西橋へ「砂町の歴史を探そう」,江東区,data/131083_Explore_the_history_of_Sunamachi_district.kml
季節の草木を楽しみながら歩く,江東区,data/131083_Walking_and_enjoying_the_trees_and_flowers_of_the_season.kml
有明（お台場）青海,江東区,data/131083_Ariake_(Odaiba)_Aomi.kml
水辺の散歩道～アオサギに会える道～,江東区,data/131083_Waterfront_walking_course_-_pathway_where_you_can_see_gray_herons-.kml
深川、歴史と文化の散策,江東区,data/131083_Exploring_history_and_culture_in_Fukagawa.kml
深川・豊洲水辺散策,江東区,data/131083_Waterfront_walking_in_Fukagawa_and_Toyosu.kml
湾岸にある陸・海・空のスポット,江東区,data/131083_Attractive_land_sea_and_sky_spots_in_the_bayside_area.kml
緑と花の 川沿いウォーキング,江東区,data/131083_Walking_along_the_river_full_of_greenery_and_flowers.kml
自然がいっぱい 四季折々満足,江東区,data/131083_Filled_with_rich_nature_and_the_delights_of_the_four_seasons.kml
芭蕉の史跡めぐり～芭蕉に会いに行こう～,江東区,data/131083_Touring_historical_sites_of_Basho_-Lets_go_visit_Basho-.kml
運河･自然満喫,江東区,data/131083_Great_scenery_of_canals_and_nature.kml
世田谷・砧・鳥山地域コース,世田谷区,data/131121_SetagayaKinutaKarasuyama_Area_Course.kml
北沢地域コース,世田谷区,data/131121_Kitazawa_Area_Course.kml
玉川地域コース,世田谷区,data/131121_Tamagawa_Area_Course.kml
代々木コース,渋谷区,data/131130_Yoyogi_Course.kml
代官山&渋谷コース,渋谷区,data/131130_Daikanyama_and_Shibuya_Course.kml
初台&西原コース,渋谷区,data/131130_Hatsudai_and_Nishihara_Course.kml
原宿&千駄ヶ谷コース,渋谷区,data/131130_Harajuku_and_Sendagaya_Course.kml
広尾コース,渋谷区,data/131130_Hiroo_Course.kml
恵比寿ガーデンプレイスコース,渋谷区,data/131130_Yebisu_Garden_Place_Course.kml
明治神宮&代々木公園コース,渋谷区,data/131130_Meiji-jingu_Shrine_and_Yoyogi_Park_Course.kml
本町&幡ヶ谷コース,渋谷区,data/131130_Honmachi_and_Hatagaya_Course.kml
美術館コース,渋谷区,data/131130_Art_Gallery_Course.kml
荻窪駅から歴史を訪ねるロング・コース,杉並区,data/131156_Long_Course_from_Ogikubo_Sta_to_Revisit_History.kml
高井戸から公園散策コース,杉並区,data/131156_Park_Walking_Course_from_Takaido.kml
高井戸から寺町散策コース,杉並区,data/131156_Temple_Town_Walking_Course_from_Takaido.kml
1 中野駅～哲学堂公園周遊コース（上級）,中野区,data/131148_1_Nakano_Sta_-_Tetsugakudo_Park_Circuit_Course_(Advanced).kml
2 哲学堂公園周遊コース（初級）,中野区,data/131148_2_Tetsugakudo_Park_Circuit_Course_(Beginners).kml
3 中野四季の森公園～中部スポーツ・コミュニティプラザコース（初級）＜メインルート＞,中野区,data/131148_3_Nakano_Shiki-no-Mori_Park_-_Chubu_Sports_Community_Plaza_Course_(Beginners).kml
4 中野四季の森公園周遊コース（初級）,中野区,data/131148_4_Nakano_Shiki-no-Mori_Park_Circuit_Course_(Beginners).kml
5 桃園川緑道～神田川コース（中級）,中野区,data/131148_5_Momozonogawa_Greenway_-_Kanda_River_Course_(Intermediate).kml
